home_win_rate_last_10,home_form_last_5,home_win_rate,home_goals_scored_avg,home_goals_conceded_avg,home_goal_differential,home_clean_sheet_rate,home_days_rest,home_injuries_normalized,away_win_rate_last_10,away_form_last_5,away_win_rate,away_goals_scored_avg,away_goals_conceded_avg,away_goal_differential,away_clean_sheet_rate,away_days_rest,away_injuries_normalized,h2h_home_win_rate,stat_differential,result,sport,home_points_scored_avg,home_points_conceded_avg,home_point_differential,home_offensive_rating,home_defensive_rating,home_pace,away_points_scored_avg,away_points_conceded_avg,away_point_differential,away_offensive_rating,away_defensive_rating,away_pace
0.6817122977576384,0.7869484189819214,0.5088528124488202,1.2210817139262897,1.9728531550148105,-0.7517714410885208,0.5421037790428356,3,0.6,0.7401201995554618,0.7168033656658708,0.5805884795568093,1.8231829623353257,0.9330800500512185,0.8901029122841072,0.22834723795622183,3,0.2,0.582126307755483,-0.04604834281595127,away_win,soccer,,,,,,,,,,,,
0.6005319851208935,0.7448930239668626,0.39281767694299097,1.1587024604609582,0.6909873174825769,0.46771514297838124,0.3475234155834119,7,0.6,0.45115801451076093,0.6886090439392183,0.5507031361578864,0.7253668583712864,1.4166769119684943,-0.6913100535972079,0.24271920389369553,5,0.6,0.5741632343570164,0.09082740859160005,home_win,soccer,,,,,,,,,,,,
0.27855613836924625,0.5028080421838634,0.6013547356201651,2.417928934918057,0.7587497770185376,1.6591791578995194,0.4290633600882576,7,0.0,0.3256810437043164,0.5182457576167985,0.2152430061670964,1.314378788472802,1.1816477507567344,0.13273103771606753,0.3943194232032138,3,0.4,0.3307281626523917,0.08468219659853587,home_win,soccer,,,,,,,,,,,,
0.6003617780526982,0.7954925233420316,0.3307946461120744,0.9897683270102977,0.5297407267686767,0.46002760024162104,0.2787606807481108,3,0.0,0.4024089695543651,0.8397469336193144,0.4013628109158621,1.099020751556486,1.0781604156821007,0.020860335874385294,0.16994301604477585,7,0.0,0.21355430127394437,-0.036215995296205894,away_win,soccer,,,,,,,,,,,,
0.3082988336103995,0.9394614354927207,0.3579607021065456,1.5729072742244212,0.6799464842215521,0.8929607900028691,0.3202133942471961,5,0.6,0.7544409480154102,0.5535448066586445,0.2790733802960063,1.0621059470640708,1.791522535474436,-0.7294165884103652,0.4764679459586515,6,0.2,0.2641232678021506,-0.07362858199574251,home_win,soccer,,,,,,,,,,,,
0.29234465989480113,0.4726190270057168,0.7542365119519727,1.6318935095650549,1.841347647196315,-0.2094541376312602,0.430183020569824,7,0.2,0.47419430195014534,0.9278568673296533,0.20591697302752643,1.4264174090480464,1.6621738213403563,-0.23575641229230992,0.2932490583483336,3,0.2,0.5523617550049824,0.00798058440244076,away_win,soccer,,,,,,,,,,,,
0.531371702796102,0.8584542107459011,0.5713355795497908,2.0028397614031967,0.981241560155103,1.0215982012480938,0.5861680990502882,7,0.2,0.6556403793997383,0.9668016505456456,0.41769621068267226,1.2947439308116007,1.5222952867562412,-0.2275513559446405,0.34338088784372445,3,0.2,0.4517109421755053,0.0385751662074143,home_win,soccer,,,,,,,,,,,,
0.5132150864320393,0.8182015646025298,0.6113812568742485,2.247746237619528,1.856837366390249,0.39090887122927875,0.3264887310603538,7,0.6,0.6414447886632944,0.5783361673549354,0.36544795278689735,1.4529298712520728,1.6233466731115431,-0.17041680185947028,0.4605222060388128,7,0.2,0.32898039740566554,-0.025007079352755923,home_win,soccer,,,,,,,,,,,,
0.7677043852729803,0.7082683149898747,0.6148651534919629,1.3951261412804068,0.5247725473803426,0.8703535939000642,0.26953544564660337,4,0.4,0.20732582320608028,0.5223928795290443,0.23254598327775788,1.0302082394289327,1.1663119498340886,-0.1361037104051559,0.16351861100117074,6,0.6,0.2978710289098991,0.1992957585993082,away_win,soccer,,,,,,,,,,,,
0.6062323508589553,0.4144515048827731,0.5725009190724617,1.4847749006571622,1.799405195679374,-0.31463029502221174,0.35839426237410593,5,0.4,0.36074945564233873,0.6865111346389294,0.5606708728062599,0.7581894166055294,1.1417916682001397,-0.38360225159461026,0.49914784728548256,3,0.6,0.6402027121580751,0.05491975933329418,home_win,soccer,,,,,,,,,,,,
